interaction_id,user_id,content_id,interaction_type,interaction_date
I014362,U03202,A15237,comment,2024-08-16 00:00:00
I014363,U18408,A02473,comment,2024-06-08 00:00:00
I014364,U30229,A15333,comment,2024-08-15 00:00:00
I014365,U20024,A03932,comment,2024-06-29 00:00:00
I014366,U12991,A17181,comment,2024-05-23 00:00:00
I014367,U13541,A20565,share,2024-03-14 00:00:00
I014368,U16739,A11113,like,2024-06-15 00:00:00
I014369,U17767,N13583,share,2024-04-19 00:00:00
I014370,U20857,N11288,like,2024-08-01 00:00:00
I014371,U22107,N09426,like,2024-06-18 00:00:00
I014372,U30101,A10622,like,2024-05-29 00:00:00
I014373,U18961,A19916,like,2024-05-12 00:00:00
I014374,U30734,A04108,share,2024-06-15 00:00:00
I014375,U10348,A14714,comment,2024-08-09 00:00:00
I014376,U39719,A24065,like,2024-05-14 00:00:00
I014377,U37322,A05906,like,2024-08-17 00:00:00
I014378,U25769,N02160,share,2024-07-01 00:00:00
I014379,U07920,N14846,share,2024-08-02 00:00:00
I014380,U28053,N06773,like,2024-04-17 00:00:00
I014381,U10421,N11010,share,2024-03-04 00:00:00
I014382,U33074,N05208,save_favorite,2024-05-04 00:00:00
I014383,U31943,A01192,like,2024-08-02 00:00:00
I014384,U05092,N14982,like,2024-08-12 00:00:00
I014385,U15623,A05677,like,2024-02-02 00:00:00
I014386,U24476,N10874,like,2024-08-04 00:00:00
I014387,U13278,A05608,share,2024-07-30 00:00:00
I014388,U25512,N11854,share,2024-08-17 00:00:00
I014389,U13433,A10071,like,2024-07-25 00:00:00
I014390,U19091,N13369,save_favorite,2024-07-20 00:00:00
I014391,U12945,A23229,comment,2024-05-05 00:00:00
I014392,U15232,N10588,share,2024-05-15 00:00:00
I014393,U35659,A20734,like,2024-05-27 00:00:00
I014394,U27170,A15068,like,2024-07-19 00:00:00
I014395,U34593,A06872,comment,2024-08-06 00:00:00
I014396,U35573,N04501,like,2024-07-20 00:00:00
I014397,U36448,A01734,like,2024-08-05 00:00:00
I014398,U26068,A14801,comment,2024-07-17 00:00:00
I014399,U26190,A09929,like,2024-07-17 00:00:00
I014400,U03548,A06351,comment,2024-04-26 00:00:00
I014401,U03207,A01404,like,2024-04-11 00:00:00
I014402,U31687,N13038,like,2024-06-26 00:00:00
I014403,U19785,N05499,like,2024-04-17 00:00:00
I014404,U18625,A09785,comment,2024-06-23 00:00:00
I014405,U33175,A20725,like,2024-08-02 00:00:00
I014406,U11706,A16685,like,2024-07-30 00:00:00
I014407,U14001,A07007,like,2024-08-01 00:00:00
I014408,U31256,A19560,like,2024-05-06 00:00:00
I014409,U03453,A14635,comment,2024-07-25 00:00:00
I014410,U28075,N04600,like,2024-06-28 00:00:00
I014411,U38571,N12442,like,2024-07-31 00:00:00
I014412,U23900,A01563,share,2024-02-16 00:00:00
I014413,U29961,A04568,comment,2024-08-15 00:00:00
I014414,U03487,A09427,comment,2024-06-20 00:00:00
I014415,U10740,A10440,comment,2024-05-27 00:00:00
I014416,U12493,N11983,share,2024-08-18 00:00:00
I014417,U10543,A04235,comment,2024-06-28 00:00:00
I014418,U17036,A07477,comment,2024-08-13 00:00:00
I014419,U35859,N11009,like,2024-05-15 00:00:00
I014420,U35376,A15632,like,2024-08-20 00:00:00
I014421,U21389,A18597,like,2024-08-19 00:00:00
I014422,U07931,A22545,comment,2024-01-20 00:00:00
I014423,U37305,A18908,like,2024-07-25 00:00:00
I014424,U34493,A24863,share,2024-08-06 00:00:00
I014425,U25167,A18169,like,2024-05-22 00:00:00
I014426,U15176,A17321,like,2024-08-18 00:00:00
I014427,U24117,A20140,like,2024-05-07 00:00:00
I014428,U08943,A06704,share,2024-02-28 00:00:00
I014429,U22127,A09107,like,2024-05-15 00:00:00
I014430,U29347,N03343,share,2024-05-20 00:00:00
I014431,U29940,A00891,comment,2024-07-19 00:00:00
I014432,U25318,A18536,comment,2024-06-12 00:00:00
I014433,U32204,N07912,save_favorite,2024-07-09 00:00:00
I014434,U23104,A08353,like,2024-08-07 00:00:00
I014435,U31847,N07152,like,2024-05-28 00:00:00
I014436,U20533,N03346,like,2024-08-17 00:00:00
I014437,U31011,A20186,share,2024-05-02 00:00:00
I014438,U16981,A11762,like,2024-07-30 00:00:00
I014439,U12787,A20453,comment,2024-06-19 00:00:00
I014440,U03250,A22655,comment,2024-07-26 00:00:00
I014441,U21242,A21603,comment,2024-07-25 00:00:00
I014442,U25328,A10054,share,2024-06-04 00:00:00
I014443,U37785,A20805,like,2024-03-25 00:00:00
I014444,U31150,N01623,save_favorite,2024-08-11 00:00:00
I014445,U36645,A09184,like,2024-07-01 00:00:00
I014446,U19024,A17224,like,2024-06-09 00:00:00
I014447,U26795,N01753,like,2024-08-15 00:00:00
I014448,U22621,A23746,comment,2024-05-28 00:00:00
I014449,U23930,A10848,share,2024-06-18 00:00:00
I014450,U31262,A22273,like,2024-03-28 00:00:00
I014451,U32141,A13541,like,2024-08-11 00:00:00
I014452,U31857,A06365,like,2024-07-15 00:00:00
I014453,U30979,A00045,comment,2024-05-07 00:00:00
I014454,U08251,N14466,like,2024-07-31 00:00:00
I014455,U34339,A07607,comment,2024-05-30 00:00:00
I014456,U06179,A17749,comment,2024-06-23 00:00:00
I014457,U27529,N02190,share,2024-06-09 00:00:00
I014458,U26655,A00816,like,2024-05-19 00:00:00
I014459,U21631,A18854,comment,2024-06-25 00:00:00
I014460,U23620,A02053,comment,2024-06-26 00:00:00
I014461,U15097,A08719,like,2024-05-23 00:00:00
I014462,U13835,A08906,like,2024-04-03 00:00:00
I014463,U24567,N08333,like,2024-07-11 00:00:00
I014464,U34952,A11116,comment,2024-08-17 00:00:00
I014465,U35813,A12804,share,2024-08-09 00:00:00
I014466,U25739,A11450,share,2024-06-30 00:00:00
I014467,U14399,N07155,save_favorite,2024-08-05 00:00:00
I014468,U31853,A06382,comment,2024-04-28 00:00:00
I014469,U31476,A22487,like,2024-07-01 00:00:00
I014470,U13845,A14468,comment,2024-07-01 00:00:00
I014471,U25974,A16394,comment,2024-03-21 00:00:00
I014472,U33245,A00502,comment,2024-08-05 00:00:00
I014473,U12511,A18511,like,2024-08-04 00:00:00
I014474,U03999,N05065,like,2024-08-13 00:00:00
I014475,U07641,N07902,like,2024-06-18 00:00:00
I014476,U24083,N01732,like,2024-07-10 00:00:00
I014477,U37357,A14800,comment,2024-08-19 00:00:00
I014478,U21939,N14776,like,2024-02-16 00:00:00
I014479,U35595,A11266,comment,2024-06-20 00:00:00
I014480,U30698,A10766,like,2024-06-22 00:00:00
I014481,U25816,A17809,comment,2024-05-05 00:00:00
I014482,U15743,A02164,like,2024-07-19 00:00:00
I014483,U12797,N08814,like,2024-02-06 00:00:00
I014484,U10951,A05158,comment,2024-06-22 00:00:00
I014485,U24750,N02257,save_favorite,2024-05-17 00:00:00
I014486,U07981,A24248,comment,2024-08-08 00:00:00
I014487,U05958,N03210,share,2024-08-17 00:00:00
I014488,U09366,N12067,share,2024-06-05 00:00:00
I014489,U03656,N11818,like,2024-08-07 00:00:00
I014490,U25750,N10454,like,2024-08-11 00:00:00
I014491,U31705,N14590,share,2024-03-24 00:00:00
I014492,U02765,N10558,like,2024-08-02 00:00:00
I014493,U24393,A09086,comment,2024-02-08 00:00:00
I014494,U32116,A24041,like,2024-07-11 00:00:00
I014495,U07649,A09183,like,2024-08-07 00:00:00
I014496,U28052,N13071,like,2024-08-08 00:00:00
I014497,U12006,N01500,like,2024-07-17 00:00:00
I014498,U31690,N13777,like,2024-08-09 00:00:00
I014499,U33483,A01785,share,2024-08-06 00:00:00
I014500,U27640,A10202,like,2024-05-23 00:00:00
I014501,U11475,N14253,like,2024-07-01 00:00:00
I014502,U33236,A03502,like,2024-05-27 00:00:00
I014503,U28599,N08758,like,2024-08-04 00:00:00
I014504,U27254,A04386,comment,2024-07-13 00:00:00
I014505,U25523,N07256,like,2024-06-21 00:00:00
I014506,U09080,A06084,comment,2024-07-03 00:00:00
I014507,U19361,N12277,share,2024-05-02 00:00:00
I014508,U15475,A18574,comment,2024-07-09 00:00:00
I014509,U18485,A08227,comment,2024-08-16 00:00:00
I014510,U35181,A15365,like,2024-05-03 00:00:00
I014511,U25211,A17299,like,2024-06-04 00:00:00
I014512,U24114,A06457,like,2024-08-15 00:00:00
I014513,U11303,N07687,like,2024-08-09 00:00:00
I014514,U15234,N06319,like,2024-08-04 00:00:00
I014515,U23246,A16434,like,2024-05-17 00:00:00
I014516,U06585,N06879,share,2024-08-19 00:00:00
I014517,U38538,N11854,like,2024-08-15 00:00:00
I014518,U05773,N12309,save_favorite,2024-05-01 00:00:00
I014519,U17918,A14243,comment,2024-08-01 00:00:00
I014520,U29612,A20607,like,2024-06-07 00:00:00
I014521,U23894,N10529,like,2024-07-26 00:00:00
I014522,U16268,A21076,comment,2024-06-21 00:00:00
I014523,U11144,A12588,comment,2024-07-14 00:00:00
I014524,U26603,A00875,like,2024-03-19 00:00:00
I014525,U11911,A23554,like,2024-08-20 00:00:00
I014526,U35454,A09656,share,2024-08-15 00:00:00
I014527,U28686,A08340,like,2024-08-09 00:00:00
I014528,U13973,N06086,save_favorite,2024-08-16 00:00:00
I014529,U06349,A21822,comment,2024-05-07 00:00:00
I014530,U17350,N00591,like,2024-08-19 00:00:00
I014531,U12209,A07802,like,2024-08-16 00:00:00
I014532,U17148,A10891,like,2024-06-27 00:00:00
I014533,U27354,N11809,like,2024-06-12 00:00:00
I014534,U04693,N14119,save_favorite,2024-08-20 00:00:00
I014535,U13576,N02432,save_favorite,2024-05-08 00:00:00
I014536,U37059,A08386,comment,2024-07-14 00:00:00
I014537,U33741,A09536,comment,2024-08-01 00:00:00
I014538,U17429,A07124,comment,2024-07-10 00:00:00
I014539,U07483,N00094,save_favorite,2024-01-11 00:00:00
I014540,U29194,A17056,comment,2024-08-03 00:00:00
I014541,U38370,N11835,save_favorite,2024-08-14 00:00:00
I014542,U23409,A22918,comment,2024-05-18 00:00:00
I014543,U39713,N10265,like,2024-08-04 00:00:00
I014544,U27947,A11515,like,2024-07-17 00:00:00
I014545,U26465,A06951,comment,2024-06-14 00:00:00
I014546,U06743,A02590,like,2024-06-03 00:00:00
I014547,U25313,A01920,comment,2024-07-25 00:00:00
I014548,U32087,N01438,share,2024-08-07 00:00:00
I014549,U18697,A09327,like,2024-06-26 00:00:00
I014550,U05250,A08633,like,2024-08-18 00:00:00
I014551,U31870,A14999,like,2024-08-03 00:00:00
I014552,U14339,A20852,like,2024-08-16 00:00:00
I014553,U31615,N06189,like,2024-04-09 00:00:00
I014554,U14550,N09583,save_favorite,2024-08-09 00:00:00
I014555,U10993,A03573,like,2024-05-11 00:00:00
I014556,U26899,A17791,like,2024-05-01 00:00:00
I014557,U08745,A19959,like,2024-08-01 00:00:00
I014558,U02513,A03096,like,2024-08-20 00:00:00
I014559,U07794,N01314,like,2024-07-10 00:00:00
I014560,U33134,N14149,like,2024-04-10 00:00:00
I014561,U35232,N09318,like,2024-04-09 00:00:00
I014562,U21922,A03813,comment,2024-06-24 00:00:00
I014563,U32203,N13851,like,2024-04-27 00:00:00
I014564,U27684,N09231,like,2024-07-07 00:00:00
I014565,U29280,A20668,like,2024-08-09 00:00:00
I014566,U32168,A09131,like,2024-08-20 00:00:00
I014567,U03662,N11581,like,2024-07-29 00:00:00
I014568,U05796,A19537,like,2024-01-23 00:00:00
I014569,U25842,N09244,like,2024-07-02 00:00:00
I014570,U12642,N14463,share,2024-07-05 00:00:00
I014571,U36788,N11179,like,2024-03-30 00:00:00
I014572,U11259,A01280,share,2024-08-18 00:00:00
I014573,U16866,A23067,comment,2024-04-02 00:00:00
I014574,U26380,A03271,comment,2024-05-12 00:00:00
I014575,U37946,A23953,like,2024-08-18 00:00:00
I014576,U09221,A05201,like,2024-05-14 00:00:00
I014577,U07524,A02660,share,2024-04-08 00:00:00
I014578,U33253,A05208,comment,2024-08-19 00:00:00
I014579,U16483,N07145,like,2024-06-15 00:00:00
I014580,U33864,A13824,like,2024-08-20 00:00:00
I014581,U34590,A04002,like,2024-07-20 00:00:00
I014582,U17910,N08609,share,2024-08-06 00:00:00
I014583,U34769,N07695,like,2024-05-08 00:00:00
I014584,U20326,A23460,like,2024-04-27 00:00:00
I014585,U29037,A04415,like,2024-07-04 00:00:00
I014586,U38618,A23349,comment,2024-04-21 00:00:00
I014587,U09896,A16568,comment,2024-08-14 00:00:00
I014588,U03204,A22621,like,2024-04-04 00:00:00
I014589,U39113,A17770,like,2024-03-10 00:00:00
I014590,U05422,N13432,like,2024-02-16 00:00:00
I014591,U21819,A20911,like,2024-02-24 00:00:00
I014592,U04263,N10419,like,2024-05-22 00:00:00
I014593,U26690,N11272,share,2024-02-28 00:00:00
I014594,U32290,A09516,like,2024-04-22 00:00:00
I014595,U25279,N09013,like,2024-06-11 00:00:00
I014596,U32105,N03540,like,2024-06-20 00:00:00
I014597,U26151,A22170,like,2024-04-19 00:00:00
I014598,U12215,A23589,like,2024-03-31 00:00:00
I014599,U09894,A06805,like,2024-07-26 00:00:00
I014600,U08858,N14570,like,2024-04-25 00:00:00
I014601,U34947,A17294,comment,2024-03-05 00:00:00
I014602,U18776,A15100,comment,2024-06-01 00:00:00
I014603,U34948,A08189,like,2024-04-28 00:00:00
I014604,U12808,N04719,save_favorite,2024-07-23 00:00:00
I014605,U28596,A15270,like,2024-08-10 00:00:00
I014606,U04974,N14310,like,2024-05-22 00:00:00
I014607,U25168,N11181,like,2024-08-14 00:00:00
I014608,U07692,A09038,comment,2024-03-26 00:00:00
I014609,U14288,N11573,like,2024-08-09 00:00:00
I014610,U15607,A14851,like,2024-08-08 00:00:00
I014611,U30890,A13627,comment,2024-07-15 00:00:00
I014612,U26450,A13248,comment,2024-04-04 00:00:00
I014613,U12365,A23998,like,2024-08-06 00:00:00
I014614,U24467,A15690,like,2024-07-09 00:00:00
I014615,U32214,N10947,like,2024-06-17 00:00:00
I014616,U09656,A04491,like,2024-07-18 00:00:00
I014617,U20744,A18983,comment,2024-07-25 00:00:00
I014618,U13362,A13443,like,2024-07-11 00:00:00
I014619,U33120,N00924,save_favorite,2024-07-08 00:00:00
I014620,U31287,N04458,like,2024-05-09 00:00:00
I014621,U38870,A16445,comment,2024-08-07 00:00:00
I014622,U29047,A13412,like,2024-07-30 00:00:00
I014623,U21041,A22343,like,2024-06-17 00:00:00
I014624,U22651,A05721,like,2024-08-18 00:00:00
I014625,U07143,A17195,comment,2024-05-26 00:00:00
I014626,U30839,N10291,save_favorite,2024-05-08 00:00:00
I014627,U21138,N11827,like,2024-04-27 00:00:00
I014628,U23768,N11884,share,2024-05-31 00:00:00
I014629,U02413,A09697,like,2024-08-03 00:00:00
I014630,U07115,A06482,comment,2024-05-03 00:00:00
I014631,U37021,N08861,like,2024-08-09 00:00:00
I014632,U33599,N11724,save_favorite,2024-06-14 00:00:00
I014633,U30692,A02751,comment,2024-08-10 00:00:00
I014634,U05420,A08490,like,2024-07-13 00:00:00
I014635,U10601,A02762,like,2024-01-14 00:00:00
I014636,U29538,N05432,like,2024-07-24 00:00:00
I014637,U24050,A01853,like,2024-07-16 00:00:00
I014638,U06760,A13999,comment,2024-03-12 00:00:00
I014639,U35206,A14507,like,2024-08-04 00:00:00
I014640,U13158,N13689,like,2024-04-25 00:00:00
I014641,U27488,A00864,like,2024-05-12 00:00:00
I014642,U03029,A06501,comment,2024-07-29 00:00:00
I014643,U33750,A04285,like,2024-08-20 00:00:00
I014644,U28303,N12654,share,2024-06-02 00:00:00
I014645,U35534,N06014,save_favorite,2024-06-25 00:00:00
I014646,U26948,N08201,share,2024-07-29 00:00:00
I014647,U35399,A24998,like,2024-05-29 00:00:00
I014648,U18530,A10298,like,2024-08-16 00:00:00
I014649,U07282,N00067,like,2024-04-16 00:00:00
I014650,U37340,A08132,comment,2024-06-06 00:00:00
I014651,U30985,A04906,share,2024-08-15 00:00:00
I014652,U06878,A00560,comment,2024-08-13 00:00:00
I014653,U20682,N00570,share,2024-08-13 00:00:00
I014654,U17858,A16875,comment,2024-04-05 00:00:00
I014655,U15032,N07385,share,2024-04-05 00:00:00
I014656,U14884,A20890,like,2024-07-30 00:00:00
I014657,U39086,A00473,comment,2024-07-19 00:00:00
I014658,U32943,N03146,like,2024-02-28 00:00:00
I014659,U05902,A11638,share,2024-05-08 00:00:00
I014660,U07953,A02533,comment,2024-05-25 00:00:00
I014661,U06061,A02376,comment,2024-07-25 00:00:00
I014662,U16525,A08237,comment,2024-08-20 00:00:00
I014663,U34534,N03337,like,2024-02-29 00:00:00
I014664,U28797,A00676,comment,2024-04-29 00:00:00
I014665,U36800,A15037,comment,2024-08-16 00:00:00
I014666,U37616,N04187,like,2024-05-08 00:00:00
I014667,U25294,A14488,like,2024-07-17 00:00:00
I014668,U14891,A13742,comment,2024-05-31 00:00:00
I014669,U30380,N09887,share,2024-06-24 00:00:00
I014670,U29835,A22582,comment,2024-07-25 00:00:00
I014671,U15281,N03068,like,2024-07-18 00:00:00
I014672,U17799,N06199,share,2024-04-06 00:00:00
I014673,U20009,A00296,like,2024-06-07 00:00:00
I014674,U26322,N01774,share,2024-07-13 00:00:00
I014675,U07748,A24216,comment,2024-07-15 00:00:00
I014676,U25245,A16080,like,2024-07-15 00:00:00
I014677,U16142,N02934,share,2024-05-05 00:00:00
I014678,U35777,N05520,like,2024-08-11 00:00:00
I014679,U06230,A16642,comment,2024-06-02 00:00:00
I014680,U19896,A16733,comment,2024-05-05 00:00:00
I014681,U03151,A01455,comment,2024-07-29 00:00:00
I014682,U23291,A15163,like,2024-06-03 00:00:00
I014683,U35664,N06845,save_favorite,2024-07-29 00:00:00
I014684,U21896,A07387,like,2024-07-08 00:00:00
I014685,U05125,N14746,save_favorite,2024-08-20 00:00:00
I014686,U14987,A18799,like,2024-07-19 00:00:00
I014687,U03031,N06165,save_favorite,2024-07-29 00:00:00
I014688,U33422,N14840,like,2024-06-20 00:00:00
I014689,U08579,A12481,comment,2024-08-04 00:00:00
I014690,U18442,A07823,like,2024-07-05 00:00:00
I014691,U22320,A07374,share,2024-05-30 00:00:00
I014692,U08236,N05753,like,2024-07-31 00:00:00
I014693,U14235,A08738,comment,2024-07-19 00:00:00
I014694,U18506,A02180,like,2024-06-15 00:00:00
I014695,U08602,N12426,like,2024-05-29 00:00:00
I014696,U18761,A05403,like,2024-03-31 00:00:00
I014697,U32868,N11855,save_favorite,2024-06-03 00:00:00
I014698,U08636,A03175,like,2024-06-23 00:00:00
I014699,U14149,A20232,like,2024-08-11 00:00:00
I014700,U07967,A17526,comment,2024-07-21 00:00:00
I014701,U25901,N13492,save_favorite,2024-07-08 00:00:00
I014702,U23746,N02152,like,2024-08-01 00:00:00
I014703,U26801,A13235,like,2024-08-13 00:00:00
I014704,U22356,A18437,like,2024-03-06 00:00:00
I014705,U34720,A16011,like,2024-07-13 00:00:00
I014706,U14516,A01631,like,2024-08-16 00:00:00
I014707,U11129,A21597,like,2024-04-22 00:00:00
I014708,U29548,N14703,share,2024-06-11 00:00:00
I014709,U10091,N09691,save_favorite,2024-08-02 00:00:00
I014710,U23113,A21519,comment,2024-07-02 00:00:00
I014711,U18550,A21458,like,2024-06-19 00:00:00
I014712,U29775,N11434,like,2024-05-20 00:00:00
I014713,U17435,N00002,like,2024-08-09 00:00:00
I014714,U18473,A06418,comment,2024-07-01 00:00:00
I014715,U20245,N02978,share,2024-08-04 00:00:00
I014716,U12016,N07033,like,2024-02-09 00:00:00
I014717,U09824,A00741,like,2024-07-29 00:00:00
I014718,U22260,A07363,like,2024-08-16 00:00:00
I014719,U23063,N14062,save_favorite,2024-07-30 00:00:00
I014720,U36703,N10653,share,2024-07-31 00:00:00
I014721,U25465,N08561,like,2024-08-10 00:00:00
I014722,U35322,A14065,like,2024-03-09 00:00:00
I014723,U25582,N12904,like,2024-05-10 00:00:00
I014724,U17563,N07712,like,2024-06-29 00:00:00
I014725,U27291,N05279,like,2024-02-07 00:00:00
I014726,U25487,N06001,like,2024-04-04 00:00:00
I014727,U19227,A21917,like,2024-07-22 00:00:00
I014728,U17882,A16003,comment,2024-07-31 00:00:00
I014729,U34161,A23273,comment,2024-08-03 00:00:00
I014730,U37834,N07494,save_favorite,2024-05-25 00:00:00
I014731,U03877,A18177,share,2024-06-15 00:00:00
I014732,U13603,N13301,like,2024-07-28 00:00:00
I014733,U16226,A04258,like,2024-08-04 00:00:00
I014734,U29944,N11413,like,2024-07-17 00:00:00
I014735,U18715,A08184,like,2024-05-18 00:00:00
I014736,U12664,N00464,save_favorite,2024-06-14 00:00:00
I014737,U33057,A01878,like,2024-04-19 00:00:00
I014738,U36256,A13470,like,2024-06-12 00:00:00
I014739,U24333,N11083,like,2024-06-07 00:00:00
I014740,U05624,A01578,comment,2024-04-19 00:00:00
I014741,U36761,A06586,share,2024-07-11 00:00:00
I014742,U29444,N03299,like,2024-08-05 00:00:00
I014743,U06871,A23276,comment,2024-04-04 00:00:00
I014744,U09396,N00024,like,2024-05-11 00:00:00
I014745,U36026,A13478,comment,2024-05-17 00:00:00
I014746,U38368,N01962,like,2024-07-27 00:00:00
I014747,U25156,N04471,share,2024-08-08 00:00:00
I014748,U11789,N12323,share,2024-08-12 00:00:00
I014749,U25709,A23506,comment,2024-05-03 00:00:00
I014750,U34321,A02404,like,2024-05-19 00:00:00
I014751,U38750,A22756,share,2024-07-29 00:00:00
I014752,U30284,N10881,like,2024-07-06 00:00:00
I014753,U04160,N13164,share,2024-07-23 00:00:00
I014754,U11351,N04180,share,2024-07-30 00:00:00
I014755,U21901,A21535,share,2024-08-20 00:00:00
I014756,U29812,N05396,save_favorite,2024-06-16 00:00:00
I014757,U09319,A07179,like,2024-08-16 00:00:00
I014758,U34630,A05827,comment,2024-08-18 00:00:00
I014759,U07493,A02004,share,2024-08-15 00:00:00
I014760,U09411,N08767,like,2024-08-07 00:00:00
I014761,U18587,A00889,comment,2024-08-20 00:00:00
I014762,U34591,A21708,comment,2024-08-11 00:00:00
I014763,U24508,N10525,share,2024-07-01 00:00:00
I014764,U17053,N06327,save_favorite,2024-06-24 00:00:00
I014765,U30738,A20493,comment,2024-07-28 00:00:00
I014766,U25307,A12502,share,2024-08-08 00:00:00
I014767,U17765,A00229,share,2024-07-03 00:00:00
I014768,U07684,A21989,like,2024-06-19 00:00:00
I014769,U05930,A19368,comment,2024-08-10 00:00:00
I014770,U03530,N09767,share,2024-06-26 00:00:00
I014771,U33981,A05402,like,2024-06-07 00:00:00
I014772,U21929,N01068,like,2024-02-16 00:00:00
I014773,U18337,A17014,share,2024-04-10 00:00:00
I014774,U34631,A21999,like,2024-05-27 00:00:00
I014775,U05084,A16640,like,2024-07-30 00:00:00
I014776,U20485,N09416,like,2024-08-08 00:00:00
I014777,U25538,N13568,save_favorite,2024-08-18 00:00:00
I014778,U31507,A15811,like,2024-03-06 00:00:00
I014779,U05863,A07407,like,2024-08-18 00:00:00
I014780,U24155,A14003,share,2024-06-29 00:00:00
I014781,U20490,A23100,share,2024-06-11 00:00:00
I014782,U06457,A23538,comment,2024-06-25 00:00:00
I014783,U18411,N12512,share,2024-06-25 00:00:00
I014784,U39723,A10794,like,2024-08-12 00:00:00
I014785,U06761,A22327,like,2024-08-19 00:00:00
I014786,U37212,N14268,like,2024-06-28 00:00:00
I014787,U04319,N01086,like,2024-02-28 00:00:00
I014788,U20883,A08062,like,2024-06-11 00:00:00
I014789,U35056,A18368,like,2024-06-17 00:00:00
I014790,U36845,A13197,comment,2024-02-17 00:00:00
I014791,U18596,N01807,like,2024-05-31 00:00:00
I014792,U29962,A15221,like,2024-03-23 00:00:00
I014793,U27357,A08664,comment,2024-06-09 00:00:00
I014794,U03230,A02984,comment,2024-05-13 00:00:00
I014795,U11108,A09934,like,2024-07-13 00:00:00
I014796,U05772,A14138,comment,2024-08-12 00:00:00
I014797,U09207,A00484,share,2024-08-09 00:00:00
I014798,U20459,N02952,share,2024-08-12 00:00:00
I014799,U29716,A18902,like,2024-08-06 00:00:00
I014800,U12242,A15552,like,2024-07-12 00:00:00
I014801,U18050,N07797,save_favorite,2024-06-01 00:00:00
I014802,U15529,A09948,comment,2024-07-21 00:00:00
I014803,U18397,A02395,comment,2024-08-16 00:00:00
I014804,U14643,A05802,share,2024-07-19 00:00:00
I014805,U23675,N04043,share,2024-06-07 00:00:00
I014806,U28215,N06663,like,2024-08-03 00:00:00
I014807,U22547,A15765,like,2024-07-13 00:00:00
I014808,U03796,A22189,comment,2024-08-02 00:00:00
I014809,U27834,A11158,like,2024-08-20 00:00:00
I014810,U27241,A10302,like,2024-04-27 00:00:00
I014811,U34988,N12838,like,2024-05-11 00:00:00
I014812,U20627,A14131,like,2024-04-08 00:00:00
I014813,U03199,A16119,comment,2024-06-03 00:00:00
I014814,U22939,A21098,comment,2024-05-10 00:00:00
I014815,U14593,N07518,like,2024-03-08 00:00:00
I014816,U11725,N13066,like,2024-07-28 00:00:00
I014817,U06567,A05112,like,2024-06-29 00:00:00
I014818,U32742,A02436,comment,2024-08-11 00:00:00
I014819,U05183,A22416,comment,2024-08-15 00:00:00
I014820,U16524,A19183,like,2024-08-08 00:00:00
I014821,U33386,A07255,like,2024-07-21 00:00:00
I014822,U16274,N12165,like,2024-06-01 00:00:00
I014823,U13677,N03224,save_favorite,2024-08-04 00:00:00
I014824,U02895,N12064,share,2024-07-30 00:00:00
I014825,U24028,A23204,like,2024-06-30 00:00:00
I014826,U06184,A05006,comment,2024-07-31 00:00:00
I014827,U36556,N10123,save_favorite,2024-07-26 00:00:00
I014828,U14590,A17956,like,2024-07-23 00:00:00
I014829,U35387,A24432,like,2024-08-20 00:00:00
I014830,U28906,A23493,comment,2024-05-31 00:00:00
I014831,U31537,A20864,share,2024-08-05 00:00:00
I014832,U20257,N03108,share,2024-05-12 00:00:00
I014833,U31341,A18965,share,2024-02-21 00:00:00
I014834,U34676,A10250,comment,2024-01-28 00:00:00
I014835,U35010,A13923,comment,2024-08-03 00:00:00
I014836,U06887,N11155,like,2024-04-23 00:00:00
I014837,U13300,A04798,share,2024-07-07 00:00:00
I014838,U17956,A11680,like,2024-06-21 00:00:00
I014839,U10098,A02143,comment,2024-06-23 00:00:00
I014840,U14130,A17542,comment,2024-07-22 00:00:00
I014841,U17058,A20133,comment,2024-06-23 00:00:00
I014842,U37249,A18005,comment,2024-07-31 00:00:00
I014843,U39346,N10437,like,2024-08-16 00:00:00
I014844,U06119,N06260,like,2024-06-19 00:00:00
I014845,U34592,A11953,share,2024-08-12 00:00:00
I014846,U09191,N06135,like,2024-08-08 00:00:00
I014847,U31988,A02133,like,2024-08-02 00:00:00
I014848,U28130,N11829,save_favorite,2024-05-05 00:00:00
I014849,U14877,N12678,like,2024-06-22 00:00:00
I014850,U33277,A22655,like,2024-02-07 00:00:00
I014851,U14977,A11507,like,2024-05-29 00:00:00
I014852,U19178,A08572,comment,2024-05-28 00:00:00
I014853,U39721,A17258,like,2024-04-14 00:00:00
I014854,U10065,A23029,comment,2024-05-18 00:00:00
I014855,U31366,A21120,comment,2024-08-14 00:00:00
I014856,U28219,N11082,like,2024-08-16 00:00:00
I014857,U10674,A13409,like,2024-08-14 00:00:00
I014858,U39778,N13346,like,2024-07-14 00:00:00
I014859,U13359,A08010,like,2024-08-09 00:00:00
I014860,U36052,A04677,like,2024-06-26 00:00:00
I014861,U20705,A23503,like,2024-06-05 00:00:00
I014862,U36498,N07674,like,2024-08-11 00:00:00
I014863,U19291,N00368,like,2024-08-02 00:00:00
I014864,U10856,A23204,like,2024-07-16 00:00:00
I014865,U23120,N11834,like,2024-08-15 00:00:00
I014866,U30134,A12064,like,2024-07-12 00:00:00
I014867,U24716,N03337,save_favorite,2024-06-10 00:00:00
I014868,U37216,A10167,like,2024-08-14 00:00:00
